"x"
0,993910379808736
0,907095972495534
0,984858345684773
0,935902583570033
0,965089612095285
0,973113238831462
0,90545148794122
0,953719519466408
0,993932464865101
0,975944713020349
0,889799365284485
0,879549744427359
0,98960957507255
0,797890296530165
0,907095972495534
0,938887824154113
0,943196891770995
0,831479767575696
0,90898852831147
0,906792660878688
0,98960957507255
0,99347272860175
0,653538771606335
0,865624700021811
0,957481571950759
0,595999027409185
0,948891971854275
0,693364811220656
0,918436092347161
0,956187528266674
0,872046844048657
0,967406373587456
0,977518524887231
0,991768315012973
0,952454233115743
0,763429892995199
0,914879327875379
0,889149496028758
0,91832859601268
0,866073319310405
0,817684129439168
0,754095365684578
0,948200055674218
0,891742309303042
0,94251016507272
0,91706828351734
0,877889953070921
0,906037492644458
0,870681081214616
0,728170823677497
0,808174056567645
0,941229072955502
0,993932464865101
0,949543704504354
0,964752271916658
0,924119006633284
0,961683512643407
0,992730041736915
0,991122412687142
0,764465868729187
0,789740567779009
0,921788832430172
0,990022480702047
0,978557487980927
0,915865208358539
0,92215566746314
0,92760452741611
0,96416148429899
0,831330028432043
0,964752271916658
0,847631633331636
0,994087359001506
0,986943069032864
0,871482535311956
0,852511117994135
0,958190470126066
0,722291272169441
0,921157395861877
0,985097435989432
0,792758977880454
0,986233622824173
0,768280927859083
0,795984945859137
0,789913464151738
0,940235249325047
0,886591182623307
0,870681081214616
0,958045294519993
0,984021693788961
0,926475340484729
0,635717545897183
0,921157395861877
0,972364908152079
0,978194643609027
0,971158013455377
0,965965256664121
0,906792660878688
0,729280437489548
0,874312575085542
0,808216130849147
0,939680961829895
0,836296136030562
0,816070875255057
0,83802202381518
0,991122412687142
0,856749896504568
0,941169966748296
0,796286337449356
0,913192096197411
0,854859024985266
0,943282263169592
0,98206648359643
0,902279483179612
0,808244462056923
0,876090121795076
0,890070960518656
0,994764703065097
0,859300828342853
0,981206253624822
0,974914547776685
0,98206648359643
0,820737586876684
0,929755338862067
0,99299483518749
0,762263368289213
0,987131131595262
0,786183720585521
0,778773576829289
0,901957697967823
0,975322034660369
0,925207133950564
0,985255789256966
0,95015986964916
0,617816975908093
0,957960477708696
0,980260951020181
0,960905352053997
0,947672663222284
0,837760123820202
0,939496377468511
0,994129277297038
0,899394685666177
0,865634164475494
0,825622950586454
0,880118285123902
0,978654527686639
0,806771523096045
0,981329050379489
0,915463657650728
0,861203743161135
0,987370334074588
0,886950619846331
0,76738534758871
0,824828893653582
0,993020309245919
0,970201993710539
0,985702925480317
0,909789757892443
0,922720360771897
0,938561117750752
0,864977314037729
0,798411934026741
0,941803786321717
0,774607032365924
0,877675298680322
0,958423898099121
0,955538162080989
0,979532334560233
0,852368941653115
0,885524662298616
0,595999027409185
0,871500953187064
0,631609450846561
0,984021693788961
0,752142470605774
0,951622770860694
0,921157395861877
0,885524662298616
0,873496258854504
0,886591182623307
0,760546261439276
0,904985492136683
0,991568353116067
0,922592718637225
0,921157395861877
0,98206648359643
0,86751902107001
0,944431411223743
0,960495250194386
0,866118193135453
0,796178300936849
0,855335836469155
0,895081657405616
0,941169966748296
0,953719519466408
0,98206648359643
0,806559046720099
0,970201993710539
0,78815338307668
0,95296978027416
0,739712239819075
0,992242598666688
0,970201993710539
0,971762030000331
0,918436092347161
0,88868022015846
0,732304078232642
0,982280943589452
0,784089118891501
0,821256636115197
0,915695796709788
0,98620190359004
0,81988145626944
0,901054951739008
0,96695343072866
0,972566661268822
0,8040365846505
0,969147290143171
0,979646684336942
0,622789151797793
0,903949554622468
0,795984945859137
0,985153451747717
0,98840670660089
0,733490669929068
0,974241214899422
0,853061659132756
0,829906597094696
0,979532334560233
0,869917191672076
0,979679497311922
0,95580882471898
0,853061659132756
0,866471652900259
0,766893531829925
0,895889603605501
0,987025601911718
0,799104354228917
0,843579362350261
0,953233044377651
0,566172354144251
0,795800705375782
0,93599697015341
0,934470366173909
0,894510794296668
0,828088687488259
0,981246835594857
0,883854105567222
0,967406373587456
0,918436092347161
0,885524662298616
0,953719519466408
0,869432743586465
0,628263877506357
0,985501597354139
0,918430325093497
0,905307644044612
0,93323487153031
0,939496377468511
